timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1782126368017,17133,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-39,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17133,0,15008
1782126368030,16627,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-36,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15848,0,14848
1782126367933,17273,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-12,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17273,0,15344
1782126368877,16374,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-51,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,16293,0,13999
1782126368649,16682,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-47,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,16604,0,14240
1782126369536,15828,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-56,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15828,0,13699
1782126367934,17412,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-17,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17342,0,15002
1782126371352,14074,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-76,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,14074,0,11687
1782126369550,15896,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-54,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15896,0,13332
1782126371272,14177,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-75,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,14176,0,11774
1782126367920,17217,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-11,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,16970,0,15362
1782126371040,13900,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-73,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,12848,0,11924
1782126367932,17533,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-42,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17517,0,15108
1782126373108,11781,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-94,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,11670,0,10138
1782126367921,17560,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-9,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17559,0,15367
1782126368378,17104,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-46,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17104,0,14864
1782126371138,13742,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-74,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,12783,0,11725
1782126370670,13989,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-68,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,13222,0,12670
1782126372594,12066,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-89,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,11368,0,10575
1782126368027,16633,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-5,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15852,0,15139
1782126367992,17542,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-8,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15915,0,15205
1782126367952,17583,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-16,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15960,0,15098
1782126375068,10472,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-99,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,8846,0,8048
1782126367921,17619,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-29,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,16009,0,15410
1782126371824,13727,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-80,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,12104,0,11405
1782126368026,17526,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-2,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15850,0,14831
1782126368023,17531,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-38,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15893,0,14929
1782126372092,13465,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-84,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,11826,0,10789
1782126370424,15149,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-67,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15149,0,12624
1782126368697,16881,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-49,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,16881,0,14182
1782126367933,17679,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-41,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17679,0,15113
1782126371932,13703,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-82,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,13703,0,11142
1782126372490,13146,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-88,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,13146,0,10419
1782126374927,10689,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-97,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,10688,0,8151
1782126368368,17274,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-45,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17274,0,14575
1782126374965,10692,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-98,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,10691,0,8012
1782126373291,12373,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-95,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,12371,0,9747
1782126368037,17628,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-34,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17628,0,15022
1782126367923,17749,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-15,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17749,0,14982
1782126374919,10755,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-96,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,10755,0,8080
1782126371515,14211,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-78,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,14211,0,11366
1782126367936,17784,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-40,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17783,0,15032
1782126367934,17801,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-30,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17801,0,14974
1782126385459,222,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-11,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,221,0,0
1782126367925,17813,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-4,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17812,0,15342
1782126368035,17718,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-43,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17718,0,14841
1782126372306,13459,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-86,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,13458,0,10751
1782126370921,14846,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-72,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,14846,0,12218
1782126385354,414,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-51,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,414,0,0
1782126385376,367,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-17,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,367,0,0
1782126369537,16189,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-57,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,16189,0,13657
1782126385426,382,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-76,text,true,,1009,385,99,99,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,382,0,0
1782126385365,444,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-56,text,true,,1009,385,99,99,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,274,0,0
1782126371608,14134,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-79,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,14134,0,11269
1782126368036,17704,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-24,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17704,0,14903
1782126370165,15490,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-64,text,true,,1009,385,100,100,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,15489,0,12809
1782126370830,14987,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-71,text,true,,1009,385,99,99,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,14987,0,12200
1782126385374,445,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-12,text,true,,1009,385,99,99,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,444,0,0
1782126368677,17142,GET Tarotistas,200,OK,Nivel 1 - 100 usuarios 1-48,text,true,,1009,385,99,99,https://ingenious-smile-production-f4df.up.railway.app/api/tarotistas,17102,0,14189
